price,horsepower,enginesize,curbweight,citympg,highwaympg,drivewheel,carbody
0.027391143211685648,0.17448277916253407,0.0744489251157203,-0.014566282137926123,-0.6465530277621856,-0.5460587369032711,rwd,convertible
0.4044610985779153,0.17448277916253407,0.0744489251157203,-0.014566282137926123,-0.6465530277621856,-0.5460587369032711,rwd,convertible
0.4044610985779153,1.2645364278639772,0.6040461684467903,0.5148819161377617,-0.9530116883199847,-0.6916270607851575,rwd,hatchback
0.08448493013069878,-0.05366798451916333,-0.43107571624575564,-0.4207974451785447,-0.18686503692548712,-0.10935376525761202,fwd,sedan
0.5236679064307999,0.2758831185766218,0.21888453693328483,0.5168071823133096,-1.1062410185988842,-1.273900356312703,4wd,sedan
0.24761003561359346,0.14913269430901213,0.21888453693328483,-0.0935021953353923,-0.9530116883199847,-0.8371953846670438,fwd,sedan
0.5562929275273788,0.14913269430901213,0.21888453693328483,0.5553125058242687,-0.9530116883199847,-0.8371953846670438,fwd,sedan
0.7081247564768423,0.14913269430901213,0.21888453693328483,0.7670917851345438,-0.9530116883199847,-0.8371953846670438,fwd,wagon
1.3298823700674138,0.9096352399146702,0.09852152708531438,1.021226920306874,-1.2594703488777836,-1.5650370040764756,fwd,sedan
0.5750105295347381,1.4166369369851088,0.09852152708531438,0.9576931365137914,-1.4126996791566833,-1.273900356312703,4wd,hatchback
0.39567743905191327,-0.07901806937268527,-0.45514831821534973,-0.3091320069967633,-0.3400943672043866,-0.2549220891394984,rwd,sedan
0.45779045998578466,-0.07901806937268527,-0.45514831821534973,-0.3091320069967633,-0.3400943672043866,-0.2549220891394984,rwd,sedan
0.96536049973833,0.42798362769775344,0.8929173920819194,0.29732683830084267,-0.6465530277621856,-0.4004904130213847,rwd,sedan
0.9823004145384768,0.42798362769775344,0.8929173920819194,0.4032164779559802,-0.6465530277621856,-0.4004904130213847,rwd,sedan
1.4164641568237195,0.42798362769775344,0.8929173920819194,0.9615436688648873,-0.7997823580410852,-0.8371953846670438,rwd,sedan
2.1938180248748984,1.9743388037625915,1.9761844807136535,1.2984652495857796,-1.4126996791566833,-1.273900356312703,rwd,sedan
3.5182684005456317,1.9743388037625915,1.9761844807136535,1.587255175917973,-1.4126996791566833,-1.273900356312703,rwd,sedan
2.961760829148218,1.9743388037625915,1.9761844807136535,1.8279134478614674,-1.5659290094355827,-1.5650370040764756,rwd,sedan
-1.0196210722877552,-1.4225725666093478,-1.586560610786272,-2.055348428218759,3.3374095594892017,3.238717684025774,fwd,hatchback
-0.876070979462808,-0.8648706998318653,-0.8884551536680434,-1.3121956844572482,1.958345586979106,1.7830344452069105,fwd,hatchback
-0.8409363413587999,-0.8648706998318653,-0.8884551536680434,-1.2448113683130697,1.958345586979106,1.7830344452069105,fwd,sedan
-0.9667936342813717,-0.9155708695389091,-0.8884551536680434,-1.3083451521061522,1.8051162567002066,1.4918977974431378,fwd,hatchback
-0.8657815497323484,-0.9155708695389091,-0.8884551536680434,-1.3083451521061522,0.8857402750268095,1.0551928257974788,fwd,hatchback
-0.6675218061454457,-0.05366798451916333,-0.6958743379112906,-0.8231780758680675,-0.18686503692548712,-0.10935376525761202,fwd,hatchback
