PC1,PC2,car_ID
-0.611902108369935,-2.0776472343912844,1
-0.4909372666482762,-2.1048877140433575,2
0.40914283842597515,-1.2549886240550623,3
-0.1699935126982485,-0.20295071501077802,4
1.2616475828861549,-1.093326456793449,5
0.7070150393988242,-1.0471534311292148,6
2.62869412174444,0.15769333642971686,7
2.752617552941684,0.15922000563248695,8
3.5013430476753706,-0.33214639136501795,9
1.9430455412495133,-1.9105178703345886,10
0.053082706301187256,-0.9293390646243718,11
0.07300869520375874,-0.9338262650995043,12
1.3044332024935104,0.3917779490522528,13
1.3474752922654483,0.3968018578421476,14
2.6879603714411684,0.8733266012761426,15
4.333932795192871,-1.128390069717717,16
5.056502813691052,-1.436564664594711,17
6.070266762898088,-0.5434033794601181,18
-6.7312125706908255,0.6963857291692366,19
-3.928370499871082,0.007781767004050887,20
-3.8155586055554873,0.048795480478669495,21
-3.9097015721227955,-0.37502666098101933,22
-3.4589430934585823,-0.7412436286614099,23
-2.132872567358952,-1.733902560426815,24
-3.4113156936772144,-0.7637720132951774,25
-3.377634757846921,-0.765470055828369,26
-3.3407213602233705,-0.7737827080216951,27
-2.074240282851999,-1.7664013111651555,28
0.09605650047221284,1.2768200589442993,29
1.4227819214739277,-1.6056692485730557,30
-5.78133293462278,0.8652068132396347,31
-4.177100554966962,-1.7795629435299398,32
-4.350798700644974,0.02442892671614594,33
-3.299695838186647,-1.2042194412676104,34
-3.264602694063633,-1.2078409621137853,35
-2.6462769071183345,-0.5581102853133283,36
-2.6467297235482494,0.002449191730541634,37
-1.531766488724443,-0.6711423964047846,38
-1.4472208857074151,-0.6759999561791199,39
-1.2010572645992523,-0.4273905529830599,40
-1.5094207937557462,-0.5598010789043985,41
-0.4435355698769188,-0.854229245194048,42
-0.9890933558020769,-0.9755512257948469,43
-1.511106843071569,-0.2565261170952349,44
-3.822843267733527,-0.01598226541122082,45
-3.7989110764485248,-0.012006462214529067,46
-0.26690897117711104,-0.5489235595118133,47
6.756093972910006,-0.059546436865936275,48
6.888933898927145,-0.08946110670015206,49
7.03046498130244,-2.7189905470167646,50
-2.7740541021318426,-0.02097806965484536,51
-3.098950908123581,0.2471711749837702,52
-3.0673538575294463,0.24139361084357228,53
-2.8379644541921474,0.3519253255886837,54
-2.757653386170187,0.3447143639215825,55
-0.5908066188021295,-2.4151399383728545,56
-0.5545775480701822,-2.4232984846912773,57
-0.4787005221370017,-2.4390476054428807,58
0.059715583766978,-2.7548992877544527,59
-0.2579021319424959,0.49383944490068776,60
-0.17714913930502657,0.8077159773973779,61
-0.1874567166303765,0.4779756048370885,62
-0.1067037239929071,0.7918521373337786,63
-1.0608187395336865,3.620056784258753,64
-0.056192547549552184,0.7844910015245897,65
1.7563490106277062,-0.3123321313543989,66
0.20241504107692052,3.6753717041664475,67
4.397880209409836,3.221664977397157,68
4.762118883224211,3.6001983834358167,69
4.171749033268173,2.7137734668437403,70
5.602537281313162,3.6616450594388716,71
6.60796849282002,0.6580460386184315,72
4.669209953138421,-1.623216391585136,73
8.786807557880959,0.8052082908827009,74
8.133648234734014,-0.017458872681093775,75
2.705945541258896,-0.7004597877282068,76
-3.781111554225251,-0.34393146035856026,77
-3.3127379316995973,-0.7058932777919772,78
-3.2523891470111277,-0.7034288398722359,79
-2.1655486014274263,-1.7638582556509323,80
-0.7653882108137791,-1.7028257577011163,81
-0.8959936411455117,-0.739939565831515,82
1.3981159401802845,-1.6127777903648546,83
1.5582012419247964,-1.6233738799713893,84
1.5463234076405934,-1.6193611885294799,85
-0.8525102341154007,-0.3539584037155692,86
-0.7768537307185164,-0.36029269039153233,87
-0.6912286572396341,-1.3248229658092427,88
-0.6912286572396341,-1.3248229658092427,89
-2.731925299429491,0.30592552377855114,90
-3.903638623919833,3.460093228277044,91
-2.6658030680168117,0.29879495152830177,92
-2.644076625532568,0.29925382877628576,93
-2.4772061956035776,0.20032492044346292,94
-2.617072990546451,0.2966512825187029,95
-2.588098218147387,0.09971700231141147,96
-2.5953465480622064,0.29711015976668664,97
-2.442151656010361,0.19590936389289718,98
-2.640571519832514,0.07910954942444653,99
-0.8117602034637643,0.09918963617140246,100
-0.8026505813073247,0.09125152899739095,101
2.4583301130622055,-0.7738055783222968,102
2.7527999167920276,-0.5485200273560339,103
2.2807788301175034,-0.5526576235757364,104
1.670682148554006,-2.138794377353972,105
2.2988626273169874,-2.7583683840762063,106
2.3524315233013025,-1.648218687187368,107
